id	prompt	waveId	transcription	recResult	language	meaning	edition	category
237	Sag: Ich habe keine Reservation	user-281_2014-12-09_15-24-53_utt_005	*silence	please	incorrect	incorrect	ST2	A
238	Frag: Zimmer für 6 Nächte	user-281_2014-12-09_15-31-48_utt_003	i would like to stay for six nights	i would like to stay for six nights	correct	correct	ST2	A
239	Frag: Doppelzimmer	user-281_2014-12-09_15-31-48_utt_004	a double room please	a double room please	correct	correct	ST2	A
240	Sag: Ich möchte mit Kreditkarte bezahlen	user-281_2014-12-09_15-31-48_utt_006	i would like to pay with the credit card	i would like to pay with the credit card	incorrect	correct	ST2	A
241	Frag: Gibt es eine Hotelbar?	user-281_2014-12-09_15-31-48_utt_007	do you have a hotel bar	do you have a hotel bar	correct	correct	ST2	A
242	Frag: 2 Tickets nach London	user-281_2014-12-09_15-31-48_utt_017	i would like to have two tickets to london	i would like to have two tickets to london	correct	correct	ST2	A
243	Frag: 2 Tickets nach London	user-281_2014-12-09_15-31-48_utt_018	can i have two tickets to london please	can i have two tickets to london please	correct	correct	ST2	A
244	Sag: Ich möchte morgen abreisen	user-281_2014-12-09_15-31-48_utt_019	i would like to leave tomorrow	i would like to leave tomorrow	correct	correct	ST2	A
245	Sag: Ich heisse Andy	user-281_2014-12-09_15-31-48_utt_020	my name is andy	my name is andy	correct	correct	ST2	A
247	Sag: Ich bin aus England	user-281_2014-12-09_15-31-48_utt_022	i live in england	i like england	incorrect	correct	ST2	A
249	Sag: Ich heisse Michelle	user-281_2014-12-09_15-31-48_utt_028	my name is michelle	my name is michelle	correct	correct	ST2	A
250	Sag: Ich bin aus Irland	user-281_2014-12-09_15-31-48_utt_029	i'm from ireland	i am from ireland	correct	correct	ST2	A
251	Frag: ein Ticket zum Green Park	user-281_2014-12-09_15-31-48_utt_031	can i have a ticket to the green park please	can i have a ticket to the green park please	incorrect	correct	ST2	A
252	Sag: Ich möchte mit Kreditkarte bezahlen	user-281_2014-12-09_15-31-48_utt_032	can i pay with the credit card please	can i pay with the credit card please	incorrect	correct	ST2	A
253	Sag: Ich möchte mit Schweizer Franken bezahlen	user-281_2014-12-09_15-31-48_utt_033	i would like to pay with swiss francs	i would like to pay with swiss francs	correct	correct	ST2	A
254	Frag: 2 Musical-Tickets	user-281_2014-12-09_15-31-48_utt_036	can i have two tickets for the musical	can i have two tickets for the musical	correct	correct	ST2	A
255	Frag: 2 Musical-Tickets	user-281_2014-12-09_15-31-48_utt_037	can i have two musical tickets	can i have two musical tickets	correct	correct	ST2	A
256	Sag: Ich möchte morgen gehen	user-281_2014-12-09_15-31-48_utt_038	i would like to go tomorrow	i would like to go tomorrow	correct	correct	ST2	A
259	Sag: Ich möchte in der siebten Reihe sitzen	user-281_2014-12-09_15-31-48_utt_041	i would like to sit in the seventh row	i would like to sit in the seventh row	correct	correct	ST2	A
260	Frag: Tickets für die National Gallery	user-281_2014-12-09_15-31-48_utt_042	do you have tickets for the national gallery	do you have tickets for the national gallery	correct	correct	ST2	A
261	Frag: 1 Ticket	user-281_2014-12-09_15-31-48_utt_043	one ticket please	one ticket please	correct	correct	ST2	A
262	Frag: 1 Ticket	user-281_2014-12-09_15-31-48_utt_044	one ticket	one ticket	correct	correct	ST2	A
263	Frag: 1 Ticket	user-281_2014-12-09_15-31-48_utt_045	one ticket	one ticket	correct	correct	ST2	A
265	Frag: einen Hamburger	user-281_2014-12-09_15-31-48_utt_050	i would like to eat a hamburger	i would like to leave a hamburger	correct	correct	ST2	A
268	Frag: einen gemischten Salat	user-281_2014-12-09_15-31-48_utt_053	i would like to have a mixed salad	i would like to have a mixed salad	correct	correct	ST2	A
269	Frag: Ich möchte die Dessertkarte	user-281_2014-12-09_15-31-48_utt_054	can i have the dessert*z card	can i have the dessert card	incorrect	correct	ST2	A
270	Frag: Ich möchte die Dessertkarte	user-281_2014-12-09_15-31-48_utt_055	can i have the dessert*z card	can i have the dessert card	incorrect	correct	ST2	A
272	Frag: Wo ist die Tate Modern?	user-281_2014-12-09_15-31-48_utt_059	where is the tate modern	where is the tate modern	correct	correct	ST2	A
273	Frag: Wo ist die Oxford Street?	user-281_2014-12-09_15-31-48_utt_060	where is the oxford street	where is the oxford street	incorrect	correct	ST2	A
274	Frag: Welcher Bus fährt dorthin?	user-281_2014-12-09_15-31-48_utt_061	which bus drives there	which bus drives there	incorrect	correct	ST2	A
275	Sag: Es ist nahe der Bank of England	user-281_2014-12-09_15-31-48_utt_063	this is near of the bank of england	this is near of the bank of england	incorrect	correct	ST2	A
276	Sag: Mir geht es gut	user-281_2014-12-09_15-31-48_utt_066	i am fine	i'm fine	correct	correct	ST2	A
277	Frag: Stiefel	user-281_2014-12-09_15-31-48_utt_067	i would like to have boots	i would like to have boots	correct	correct	ST2	A
278	Frag: Stiefel	user-281_2014-12-09_15-31-48_utt_068	do you have boots	do you have a large	correct	correct	ST2	A
279	Frag: braune Stiefel	user-281_2014-12-09_15-31-48_utt_069	i would like to have brown boots	i would like to have a brown boots	correct	correct	ST2	A
280	Frag: Grösse 37	user-281_2014-12-09_15-31-48_utt_071	thirty-seven	thirty seven	correct	correct	ST2	A
281	Frag: ein T-Shirt	user-281_2014-12-09_15-31-48_utt_072	do you have a t-shirt	do you have a t-shirt	correct	correct	ST2	A
282	Frag: ein T-Shirt	user-281_2014-12-09_15-31-48_utt_073	i would like to have a t-shirt	i would like to have a t-shirt	correct	correct	ST2	A
283	Frag: ein braunes T-Shirt	user-281_2014-12-09_15-31-48_utt_074	i would like to have a brown t-shirt	i would like a brown t-shirt	correct	correct	ST2	A
285	Frag: eine L	user-281_2014-12-09_15-31-48_utt_077	large	large	correct	correct	ST2	A
286	Frag: Wie viel kostet es?	user-281_2014-12-09_15-31-48_utt_078	how much cost this	how much costed this	incorrect	correct	ST2	A
287	Frag: Wie viel kostet es?	user-281_2014-12-09_15-31-48_utt_079	how much cost it	how much costed	incorrect	correct	ST2	A
288	Sag: Das T-Shirt ist zu teuer	user-281_2014-12-09_15-31-48_utt_080	the t-shirt is too expensive	the tee shirt is too expensive	correct	correct	ST2	A
289	Sag: Ich heisse Patrick	user-281_2014-12-09_15-31-48_utt_089	my name is patrick	my name is patrick	correct	correct	ST2	A
290	Sag: Ich bin aus Deutschland	user-281_2014-12-09_15-31-48_utt_090	i'm from germany	i'm from germany	correct	correct	ST2	A
291	Sag: Die Hauptstadt von Deutschland ist Berlin	user-281_2014-12-09_15-31-48_utt_091	the capital city of germany is berlin	the capital city of germany is berlin	correct	correct	ST2	A
292	Sag: Ich habe 2 Schwestern	user-281_2014-12-09_15-31-48_utt_092	i have two sisters	i have two sisters	correct	correct	ST2	A
293	Sag: Ich gehe in die Ferien	user-281_2014-12-09_15-31-48_utt_093	i go into the holidays	i go into the holidays	incorrect	correct	ST2	A
294	Sag: Dies ist mein Pass	user-281_2014-12-09_15-31-48_utt_094	this is my passport	this is my passport	correct	correct	ST2	A
295	Sag: Dies ist mein Pass	user-281_2014-12-09_15-31-48_utt_095	this is my pass	this is my pass	incorrect	incorrect	ST2	A
296	Sag: Dies ist mein Pass	user-281_2014-12-09_15-31-48_utt_096	this is my pass	this is my pass	incorrect	incorrect	ST2	A
298	Frag: Twinzimmer	user-289_2014-11-27_06-45-36_utt_004	twin room	twin room	correct	correct	ST2	A
299	Sag: Ich möchte mit Mastercard bezahlen	user-289_2014-11-27_06-45-36_utt_005	i will with master card buy	i will boots mastercard fine	incorrect	correct	ST2	A
300	Sag: Ich möchte mit Mastercard bezahlen	user-289_2014-11-27_06-45-36_utt_006	i want buy with master card	i want to buy with mastercard	incorrect	correct	ST2	A
301	Sag: Ich möchte mit Mastercard bezahlen	user-289_2014-11-27_06-45-36_utt_007	i will buy with mastercards	i would buy with post cards	incorrect	correct	ST2	A
302	Frag: Gibt es ein Hotelrestaurant?	user-289_2014-11-27_06-45-36_utt_009	gives a hotel restaurant	some is the hotel restaurant	incorrect	incorrect	ST2	A
303	Frag: Gibt es ein Hotelrestaurant?	user-289_2014-11-27_06-45-36_utt_010	is there a hotel restaurant	is there a hotel restaurant	correct	correct	ST2	A
305	Sag: Ich habe keine Reservation	user-289_2014-11-27_06-45-36_utt_022	i don't have a reservation	i don't have a reservation	correct	correct	ST2	A
306	Sag: Ich habe keine Reservation	user-289_2014-11-27_06-45-36_utt_023	no i don't have a reservation	no i don't have a reservation	correct	correct	ST2	A
307	Frag: Zimmer für 5 Nächte	user-289_2014-11-27_06-45-36_utt_024	a room for five nights	a room for five nights	correct	correct	ST2	A
309	Frag: Doppelzimmer	user-289_2014-11-27_06-45-36_utt_026	i would like a double room	i would like a double room	correct	correct	ST2	A
310	Sag: Ich möchte mit Postkarte bezahlen	user-289_2014-11-27_06-45-36_utt_028	i would buy with	i would buy with	incorrect	incorrect	ST2	A
311	Sag: Ich möchte mit Postkarte bezahlen	user-289_2014-11-27_06-45-36_utt_029	i will*a would buy with post card	i would would buy with post card	incorrect	correct	ST2	A
312	Sag: Ich möchte mit Postkarte bezahlen	user-289_2014-11-27_06-45-36_utt_030	i would like to pay with post card	i would like to pay with post card	correct	correct	ST2	A
313	Frag: Gibt es ein Fitnessstudio?	user-289_2014-11-27_06-45-36_utt_031	xxx- a fitness studio	i am lizard fitness studio	incorrect	correct	ST2	A
314	Frag: Gibt es ein Fitnessstudio?	user-289_2014-11-27_06-45-36_utt_032	gives a fitness studio	is there a fitness studio	incorrect	correct	ST2	A
315	Frag: Wo ist das Fitnessstudio?	user-289_2014-11-27_06-45-36_utt_033	who is the who is the fitness studio muesch*v warte*v es*v isch*v am*v lade*v who is the fitness studio	lisbon a jeans shop it a fitness studio	incorrect	correct	ST2	A
317	Frag: 2 Tickets nach London	user-282_2014-11-27_06-53-16_utt_003	i would like two tickets to london	i would like two tickets to london	correct	correct	ST2	A
318	Frag: 2 Tickets nach London	user-282_2014-11-27_06-53-16_utt_004	i would like two tickets to london	i would like two tickets to london	correct	correct	ST2	A
319	Sag: Ich möchte morgen abreisen	user-282_2014-11-27_06-53-16_utt_005	i would like to leave tomorrow	i would like to leave tomorrow	correct	correct	ST2	A
320	Sag: Ich heisse Thomas	user-282_2014-11-27_06-53-16_utt_007	i am thomas	i'm from turkey	correct	correct	ST2	A
321	Sag: Ich heisse Thomas	user-282_2014-11-27_06-53-16_utt_008	my name is thomas	my name is thomas	correct	correct	ST2	A
322	Sag: Ich bin aus Schottland	user-282_2014-11-27_06-53-16_utt_009	i am from scotland*z	i am from scotland	correct	correct	ST2	A
323	Frag: Zimmer für 3 Nächte	user-282_2014-11-27_06-53-16_utt_013	can i have a room for three nights	can i have a room for three nights	correct	correct	ST2	A
324	Frag: Einzelzimmer	user-282_2014-11-27_06-53-16_utt_015	can i have a one man room	can i have one afternoon	incorrect	correct	ST2	A
325	Frag: Einzelzimmer	user-282_2014-11-27_06-53-16_utt_016	a single room please	a single room please	correct	correct	ST2	A
326	Sag: Ich möchte mit Mastercard bezahlen	user-282_2014-11-27_06-53-16_utt_017	i want to pay with mastercard please	i want to pay with mastercard please	correct	correct	ST2	A
327	Sag: Ich möchte mit Mastercard bezahlen	user-282_2014-11-27_06-53-16_utt_018	can i pay by mastercard	can i pay by mastercard	correct	correct	ST2	A
328	Frag: Gibt es ein Schwimmbad?	user-282_2014-11-27_06-53-16_utt_019	is there a swimming pool	is there a swimming pool	correct	correct	ST2	A
329	Frag: 3 Tickets nach London	user-282_2014-11-30_20-35-31_utt_002	i would like three tickets to london	i would like three tickets to london	correct	correct	ST2	A
330	Sag: Ich möchte um 15 Uhr morgen abreisen	user-282_2014-11-30_20-35-31_utt_003	i want to leave at three pm tomorrow	i want to leave at three pm tomorrow	correct	correct	ST2	A
331	Sag: Ich heisse Janet	user-282_2014-11-30_20-35-31_utt_004	i am janet	i am janet	correct	correct	ST2	A
332	Sag: Ich heisse Janet	user-282_2014-11-30_20-35-31_utt_005	my name is janet	my name is janet	correct	correct	ST2	A
333	Sag: Ich bin aus der Türkei	user-282_2014-11-30_20-35-31_utt_006	i am from turkey	i am from turkey	correct	correct	ST2	A
334	Frag: Zimmer für 5 Nächte	user-282_2014-11-30_20-35-31_utt_010	i want a room for five nights	i want a room for five nights	correct	correct	ST2	A
335	Frag: Einzelzimmer	user-282_2014-11-30_20-35-31_utt_011	a single room please	a single room please	correct	correct	ST2	A
336	Sag: Ich möchte mit Visa bezahlen	user-282_2014-11-30_20-35-31_utt_013	i wanna play with visa	i want pay with visa	incorrect	correct	ST2	A
337	Sag: Ich möchte mit Visa bezahlen	user-282_2014-11-30_20-35-31_utt_014	can i pay with visa	can i pay with visa	correct	correct	ST2	A
338	Frag: Gibt es ein Schwimmbad?	user-282_2014-11-30_20-35-31_utt_015	is there a swimming pool	is there a swimming pool	correct	correct	ST2	A
341	Sag: Ich habe keine Reservation	user-282_2014-12-16_08-27-04_utt_003	no i do not have a reservation	no i do not have a reservation	correct	correct	ST2	A
342	Frag: Zimmer für 4 Nächte	user-282_2014-12-16_08-27-04_utt_004	i wanna stay here for four nights	i want the steak you for four nights	correct	correct	ST2	A
343	Frag: Zimmer für 4 Nächte	user-282_2014-12-16_08-27-04_utt_005	i want a room for four nights	i want a room for four nights	correct	correct	ST2	A
344	Frag: Suite	user-282_2014-12-16_08-27-04_utt_006	i want a suite please	i want a suite please	correct	correct	ST2	A
345	Sag: Ich möchte mit Mastercard bezahlen	user-282_2014-12-16_08-27-04_utt_008	can i pay by mastercard	can i pay by mastercard	correct	correct	ST2	A
347	Sag: Ich möchte mit Euros bezahlen	user-282_2014-12-16_08-27-04_utt_010	can i pay with euros	can i pay with euros	correct	correct	ST2	A
348	Frag: Gibt es einen Lift?	user-282_2014-12-16_08-27-04_utt_011	is there a lift	is there a lift	correct	correct	ST2	A
349	Sag: Mir geht es gut	user-282_2014-12-16_08-27-04_utt_016	i am fine	i am fine	correct	correct	ST2	A
352	Frag: einen Kaffee	user-23_2014-11-03_09-47-09_utt_009	i want a coffee	i want a coffee	correct	correct	ST2	A
353	Frag: einen Kaffee	user-23_2014-11-03_09-47-09_utt_010	i would like a coffee	i would like a coffee	correct	correct	ST2	A
354	Frag: ein Steak	user-23_2014-11-03_09-47-09_utt_011	i want the steak	i want a steak	correct	correct	ST2	A
355	Frag: mein Steak medium	user-23_2014-11-03_09-47-09_utt_012	i would like my steak medium	i would like my steak medium	correct	correct	ST2	A
356	Frag: einen Baked Potato	user-23_2014-11-03_09-47-09_utt_013	i would like a baked potato	i would like a pay potato	correct	correct	ST2	A
357	Frag: Ich möchte die Dessertkarte	user-23_2014-11-03_09-47-09_utt_014	the dessert menu	the dessert menu	correct	correct	ST2	A
359	Frag: Himbeersorbet	user-23_2014-11-03_09-47-09_utt_016	i would like the raspberry sorbet	i would like the raspberry sorbet	correct	correct	ST2	A
360	Frag: Himbeersorbet	user-23_2014-11-03_09-47-09_utt_017	i would like the raspberry sorbet	i would like the raspberry sorbet	correct	correct	ST2	A
361	Frag: Ich möchte die Rechnung	user-23_2014-11-03_09-47-09_utt_019	i would like the bill	i would like jeans	correct	correct	ST2	A
362	Frag: Ich möchte die Rechnung	user-23_2014-11-03_09-47-09_utt_020	i would like the check	i would like the check	correct	correct	ST2	A
363	Sag: Ich möchte mit Mastercard bezahlen	user-23_2014-11-03_09-47-09_utt_021	xxx	small	incorrect	incorrect	ST2	A
364	Sag: Ich möchte mit Mastercard bezahlen	user-23_2014-11-03_09-47-09_utt_022	i would like to pay*z by mastercard	i would like to pay by mastercard	correct	correct	ST2	A
366	Sag: Ich habe keine Reservation	user-32_2014-10-29_14-32-01_utt_003	xxx	with	incorrect	incorrect	ST2	A
367	Sag: Ich habe keine Reservation	user-32_2014-10-29_14-32-01_utt_004	no i do not have a reservation	no i do not have a reservation	correct	correct	ST2	A
368	Frag: Zimmer für 7 Nächte	user-32_2014-10-29_14-32-01_utt_005	i want a room for seven nights	i want a room for seven nights	correct	correct	ST2	A
369	Frag: Twinzimmer	user-32_2014-10-29_14-32-01_utt_006	a twin room please	a twin room please	correct	correct	ST2	A
371	Frag: Gibt es einen Lebensmittelladen?	user-32_2014-10-29_14-32-01_utt_008	is there a grocery store	is there a grocery store	correct	correct	ST2	A
372	Frag: Wo ist der Lebensmittelladen?	user-32_2014-10-29_14-32-01_utt_009	where is the grocery store	where is the grocery store	correct	correct	ST2	A
373	Sag: Ich habe keine Reservation	user-32_2014-10-29_14-32-01_utt_014	no i do not have a reservation	no i don't have a reservation	correct	correct	ST2	A
375	Frag: Zimmer für 7 Nächte	user-32_2014-10-29_14-32-01_utt_016	i want a room for seven nights	i want a room for seven nights	correct	correct	ST2	A
376	Frag: Zimmer für 4 Nächte	user-45_2014-10-29_13-11-30_utt_003	a room for four nights	a room for four nights	correct	correct	ST2	A
377	Frag: Zimmer für 4 Nächte	user-45_2014-10-29_13-11-30_utt_004	a room for four nights	a room for tower i	correct	correct	ST2	A
378	Frag: Zimmer für 4 Nächte	user-45_2014-10-29_13-11-30_utt_005	i want a room for four nights	a room for four nights	correct	correct	ST2	A
379	Frag: Suite	user-45_2014-10-29_13-11-30_utt_009	i want the suite	i want a suite	incorrect	correct	ST2	A
380	Frag: Suite	user-45_2014-10-29_13-11-30_utt_010	a suite	a suite	correct	correct	ST2	A
381	Frag: Suite	user-45_2014-10-29_13-11-30_utt_011	i want a suite	i want a suite	correct	correct	ST2	A
382	Sag: Ich möchte mit Mastercard bezahlen	user-45_2014-10-29_13-11-30_utt_013	i want to pay with mastercard	i want to pay with mastercard	correct	correct	ST2	A
